label,text
0,THING R GOOD THANX GOT EXAMS IN MARCH IVE DONE NO REVISION? IS FRAN STILL WITH BOYF? IVE GOTTA INTERVIW 4 EXETER BIT WORRIED!x
0,Just wait till end of march when el nino gets himself. Oh.
0,Mark works tomorrow. He gets out at 5. His work is by your house so he can meet u afterwards.
0,"Some friends want me to drive em someplace, probably take a while"
0,I dont know ask to my brother. Nothing problem some thing that. Just i told .
1,URGENT! We are trying to contact U. Todays draw shows that you have won a Â£800 prize GUARANTEED. Call [PHONE] from land line. Claim C52. Valid12hrs only
0,Today my system sh get ready.all is well and i am also in the deep well
1,U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on [PHONE]-stopsms-08
0,"Wow. I never realized that you were so embarassed by your accomodations. I thought you liked it, since i was doing the best i could and you always seemed so happy about ""the cave"". I'm sorry I didn't and don't have more to give. I'm sorry i offered. I'm sorry your room was so embarassing."
0,K I'll be there before 4.
0,Ew are you one of them?
0,There the size of elephant tablets & u shove um up ur ass!!
0,"By march ending, i should be ready. But will call you for sure. The problem is that my capital never complete. How far with you. How's work and the ladies"
0,"Hm good morning, headache anyone? :-)"
0,Hey so whats the plan this sat?
0,So how's scotland. Hope you are not over showing your JJC tendencies. Take care. Live the dream
1,<Forwarded from 88877>FREE entry into our Â£250 weekly comp just send the word ENTER to 88877 NOW. 18 T&C [URL]
0,She.s find. I sent you an offline message to know how anjola's now.
1,GSOH? Good with SPAM the ladies?U could b a male gigolo? 2 join the uk's fastest growing mens club reply ONCALL. mjzgroup. [PHONE].2stop reply STOP. msg@Â£1.50rcvd
1,You are now unsubscribed all services. Get tons of sexy babes or hunks straight to your phone! go to [URL] No subscriptions.
0,Love has one law; Make happy the person you love. In the same way friendship has one law; Never make ur friend feel alone until you are alive.... Gud night
0,Water logging in desert. Geoenvironmental implications.
1,"our mobile number has won Â£5000, to claim calls us back or ring the claims hot line on [PHONE]."
0,Msg me when rajini comes.
0,I dont want to hear philosophy. Just say what happen
0,Ya just telling abt tht incident..
0,How do you plan to manage that
1,"Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records"
0,"Hey there! Glad u r better now. I hear u treated urself to a digi cam, is it good? We r off at 9pm. Have a fab new year, c u in coupla wks!"
0,Asking do u knw them or nt? May be ur frnds or classmates?
0,"Height of Confidence: All the Aeronautics professors wer calld &amp; they wer askd 2 sit in an aeroplane. Aftr they sat they wer told dat the plane ws made by their students. Dey all hurried out of d plane.. Bt only 1 didnt move... He said:""if it is made by my students,this wont even start........ Datz confidence.."
0,Gud ni8.swt drms.take care
0,Nice line said by a broken heart- Plz don't cum 1 more times infront of me... Other wise once again I ll trust U... Good 9t:)
0,Er mw im filled tuth is aight
0,CHEERS FOR CALLIN BABE.SOZI CULDNT TALKBUT I WANNATELL U DETAILS LATER WENWECAN CHAT PROPERLY X
0,By monday next week. Give me the full gist
0,Ok no prob
0,"Well, i'm gonna finish my bath now. Have a good...fine night."
0,U coming 2 pick me?
0,K. Did you call me just now ah?
0,In sch but neva mind u eat 1st lor..
0,Mum say we wan to go then go... Then she can shun bian watch da glass exhibition...
0,1. Tension face 2. Smiling face 3. Waste face 4. Innocent face 5.Terror face 6.Cruel face 7.Romantic face 8.Lovable face 9.decent face &lt;#&gt; .joker face.
0,Ok. C u then.
0,Eek that's a lot of time especially since American Pie is like 8 minutes long. I can't stop singing it.
0,i see. When we finish we have loads of loans to pay
0,"I got another job! The one at the hospital doing data analysis or something, starts on monday! Not sure when my thesis will got finished"
0,Dear i am not denying your words please
0,She's good. How are you. Where r u working now
0,Dear i have reache room
1,"Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT [URL] POBox36504W45WQ 150p"
0,OK i'm waliking ard now... Do u wan me 2 buy anything go ur house?
0,Me hungry buy some food good lei... But mum n yun dun wan juz buy a little bit...
1,U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on [PHONE]-stopsms-[PHONE]ppm
0,Da is good good player.why he is unsold.
0,I only work from mon to thurs but Sat i cant leh... Booked liao... Which other day u free?
0,Somebody set up a website where you can play hold em using eve online spacebucks
0,I will take care of financial problem.i will help:)
0,But pls dont play in others life.
1,PRIVATE! Your 2003 Account Statement for [PHONE] shows 800 un-redeemed S. I. M. points. Call [PHONE] Identifier Code: 40411 Expires 06/11/04
0,"4 tacos + 1 rajas burrito, right?"
0,"That's fine, I'll bitch at you about it later then"
0,Prepare to be pleasured :)
0,"Cant believe i said so many things to you this morning when all i really wanted to say was good morning, i love you! Have a beautiful morning. See you in the library later."
1,"[PHONE], Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call [PHONE]."
0,How much would it cost to hire a hitman
0,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. take cr da"
0,I wont get concentration dear you know you are my mind and everything :-)
1,For taking part in our mobile survey yesterday! You can now have 500 texts 2 use however you wish. 2 get txts just send TXT to 80160 T&C [URL] 1.50p
0,"Customer place, i wil cal u sir."
1,For the most sparkling shopping breaks from 45 per person; call [PHONE] or visit [URL]
0,Kinda. First one gets in at twelve! Aah. Speak tomo
0,I know but you need to get hotel now. I just got my invitation but i had to apologise. Cali is to sweet for me to come to some english bloke's weddin
0,My supervisor find 4 me one lor i thk his students. I havent ask her yet. Tell u aft i ask her.
0,"Alright, see you in a bit"
0,"I'm back, lemme know when you're ready"
0,"swhrt how u dey,hope ur ok, tot about u 2day.love n miss.take care."
0,Alex knows a guy who sells mids but he's down in south tampa and I don't think I could set it up before like 8
0,Excellent! Wish we were together right now!
1,Panasonic & BluetoothHdset FREE. Nokia FREE. Motorola FREE & DoubleMins & DoubleTxt on Orange contract. Call MobileUpd8 on [PHONE] or call 2optout
0,I wil be there with in &lt;#&gt; minutes. Got any space
0,"Men always needs a beautiful, intelligent, caring, loving, adjustable, cooperative wife. But the law allows only one wife...."
0,Hey mr and I are going to the sea view and having a couple of gays I mean games! Give me a bell when ya finish
0,Yes princess! I want to make you happy...
0,Will be out of class in a few hours. Sorry
0,Should I have picked up a receipt or something earlier
0,Really dun bluff me leh... U sleep early too. Nite...
0,Fuck babe ... What happened to you ? How come you never came back?
0,Dunno lei he neva say...
0,Genius what's up. How your brother. Pls send his number to my skype.
0,Ok..
0,"Tick, tick, tick ... Babe"
0,Wat happened to the cruise thing
0,Was the actual exam harder than NBME
0,"Daddy, shu shu is looking 4 u... U wan me 2 tell him u're not in singapore or wat?"
0,Taka lor. Wat time u wan 2 come n look 4 us?
0,"OH YEAH,AND HAV A GREAT TIME IN NEWQUAY-SEND ME A POSTCARD !1 LOOK AFTER ALL THE GIRLS WHILE IM GONE(U KNOW THE 1IM TALKIN BOUT!)xx"
0,Please give it 2 or i will pick it up on Tuesday evening about 8 if that is ok.
1,Someone has conacted our dating service and entered your phone because they fancy you!To find out who it is call from landline [PHONE]. PoBox12n146tf15
0,"U need my presnts always bcz U cant mis love. ""jeevithathile irulinae neekunna prakasamanu sneham"" prakasam ennal prabha 'That mns prabha is'LOVE' Got it. Dont mis me...."
0,Do Ã¼ noe if ben is going?
0,Am i that much dirty fellow?
0,ALRITE SAM ITS NIC JUST CHECKIN THAT THIS IS UR NUMBER-SO IS IT?T.B*
1,"U can WIN Â£100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs [URL] SkillGame,1Winaweek, age16.150ppermessSubscription"
1,Hi. Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY Â£10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg
1,"3 FREE TAROT TEXTS! Find out about your love life now! TRY 3 FOR FREE! Text CHANCE to [PHONE] only! After 3 Free, Msgs Â£1.50 each"
0,I'm not driving... Raining! Then i'll get caught at e mrt station lor.
0,Its ok..come to my home it vl nice to meet and v can chat..
0,I WILL CAL YOU SIR. In meeting
0,Thank you baby! I cant wait to taste the real thing...
0,No need to say anything to me. I know i am an outsider
0,â¦ and donât worry weâll have finished by march â¦ ish!
0,I'm sorry. I've joined the league of people that dont keep in touch. You mean a great deal to me. You have been a friend at all times even at great personal cost. Do have a great week.|
0,"It's cool, let me know before it kicks off around &lt;#&gt; , I'll be out and about all day"
0,Huh i cant thk of more oredi how many pages do we have?
0,"Wa, ur openin sentence very formal... Anyway, i'm fine too, juz tt i'm eatin too much n puttin on weight...Haha... So anythin special happened?"
0,Tell me pa. How is pain de.
0,Can't take any major roles in community outreach. You rock mel
0,I only haf msn. It's yijue@hotmail.com
0,Ok lor Ã¼ reaching then message me.
0,New car and house for my parents.:)i have only new job in hand:)
0,"Good afternoon, my love. How goes your day ? What are you up to ? I woke early and am online waiting for you ... Hmmm ... Italian boy is online I see . *grins*"
0,Which is why i never wanted to tell you any of this. Which is why i'm so short with you and on-edge as of late.
0,Are you available for soiree on June 3rd?
0,What u talking bout early morning? It's almost noon where your at!
0,Thinkin about someone is all good. No drugs for that
0,Umma. Did she say anything
0,Lol I know! They're so dramatic. Schools already closed for tomorrow. Apparently we can't drive in the inch of snow were supposed to get.
0,Tell my bad character which u Dnt lik in me. I'll try to change in &lt;#&gt; . I ll add tat 2 my new year resolution. Waiting for ur reply.Be frank...good morning.
0,Ã v ma fan...
0,Yes fine
0,Great! I shoot big loads so get ready!
1,"For ur chance to win a Â£250 cash every wk TXT: ACTION to 80608. T's&C's [URL] custcare [PHONE], 1x150p/wk."
0,"alright, I'll make sure the car is back tonight"
1,Marvel Mobile Play the official Ultimate Spider-man game (Â£4.50) on ur mobile right now. Text SPIDER to 83338 for the game & we ll send u a FREE 8Ball wallpaper
0,You have registered Sinco as Payee. Log in at icicibank.com and enter URN &lt;#&gt; to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.
0,i can call in &lt;#&gt; min if thats ok
0,Cause I'm not freaky lol
0,"that would be good â¦ I'll phone you tomo lunchtime, shall I, to organise something?"
0,Dunno leh cant remember mayb lor. So wat time r we meeting tmr?
0,Wow so healthy. Old airport rd lor. Cant thk of anything else. But i'll b bathing my dog later.
1,"Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on [PHONE]. Offer ends 14thMarch. T&C's apply. Opt-out availa"
0,I am taking half day leave bec i am not well
0,Er yep sure. Props?
0,"Babe! How goes that day ? What are you up to ? I miss you already, my Love ... * loving kiss* ... I hope everything goes well."
0,Hey u still at the gym?
1,Enjoy the jamster videosound gold club with your credits for 2 new videosounds+2 logos+musicnews! get more fun from jamster.co.uk! 16+only Help? call: [PHONE]
0,It certainly puts things into perspective when something like this happens
0,I need details about that online job.
0,How are you enjoying this semester? Take care brother.
0,The basket's gettin full so I might be by tonight
0,"Whenevr ur sad, Whenevr ur gray, Remembr im here 2 listn 2 watevr u wanna say, Jus walk wid me a little while,&amp; I promise I'll bring back ur smile.:-)"
0,I taught that Ranjith sir called me. So only i sms like that. Becaus hes verifying about project. Prabu told today so only pa dont mistake me..
1,"Congrats! 1 year special cinema pass for 2 is yours. call [PHONE] now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!"
0,As per your request 'Maangalyam (Alaipayuthe)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune
0,Excellent! Are you ready to moan and scream in ecstasy?
0,IM LATE TELLMISS IM ON MY WAY
0,Will it help if we propose going back again tomorrow
0,ok. I am a gentleman and will treat you with dignity and respect.
0,How was txting and driving
0,"Like I made him throw up when we were smoking in our friend's car one time, it was awesome"
0,In xam hall boy asked girl Tell me the starting term for dis answer I can den manage on my own After lot of hesitation n lookin around silently she said THE! intha ponnungale ipaditan;)
0,WE REGRET TO INFORM U THAT THE NHS HAS MADE A MISTAKE.U WERE NEVER ACTUALLY BORN.PLEASE REPORT 2 YOR LOCAL HOSPITAL 2B TERMINATED.WE R SORRY 4 THE INCONVENIENCE
1,"FreeMSG You have been awarded a FREE mini DIGITAL CAMERA, just reply SNAP to collect your prize! (quizclub Opt out? Stop [PHONE]p/wk SP:RWM Ph:[PHONE])"
0,You bad girl. I can still remember them
0,So lets make it saturday or monday as per convenience.
0,Oh oh... Den muz change plan liao... Go back have to yan jiu again...
0,Do you still have the grinder?
0,Have a safe trip to Nigeria. Wish you happiness and very soon company to share moments with
0,Missing you too.pray inshah allah
0,I'll pick you up at about 5.15pm to go to taunton if you still want to come.
1,"Hack Chat. Get backdoor entry into 121 chat rooms at a fraction of the cost. Reply NEO69 or call [PHONE], to subscribe 25p pm. DPS, Bcm box 8027 Ldn, wc1n3xx"
0,I sent you &lt;#&gt; bucks
0,Hahaha..use your brain dear
0,Just come home. I don't want u to be miserable
0,Just normal only here :)
0,U ned to convince him tht its not possible witot hurting his feeling its the main
0,So li hai... Me bored now da lecturer repeating last weeks stuff waste time...
0,Hi dude hw r u da realy mising u today
1,"Dear Voucher Holder, To claim this weeks offer, at your PC please go to [URL] Ts&Cs apply."
0,Same. Wana plan a trip sometme then
0,"see you then, we're all christmassy here!"
1,U are subscribed to the best Mobile Content Service in the UK for Â£3 per ten days until you send STOP to 83435. Helpline [PHONE].
0,HI DARLIN I FINISH AT 3 DO U 1 2 PICK ME UP OR MEET ME? TEXT BACK ON THIS NUMBER LUV KATE XXX
0,Package all your programs well
0,"I think your mentor is , but not 100 percent sure."
0,It will stop on itself. I however suggest she stays with someone that will be able to give ors for every stool.
1,Your unique user ID is 1172. For removal send STOP to 87239 customer services [PHONE]
0,Dear got bus directly to calicut
1,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+
0,Call to the number which is available in appointment. And ask to connect the call to waheed fathima.
0,At the funeral home with Audrey and dad
1,"WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit [URL]"
1,A Â£400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a Â£400 reward. Just call [PHONE]
0,As in i want custom officer discount oh.
1,[URL] widelive.com/index. wml?id=820554ad0a[PHONE]&first=trueÂ¡C C RingtoneÂ¡
0,"Miss ya, need ya, want ya, love ya."
0,Hello. They are going to the village pub at 8 so either come here or there accordingly. Ok?
0,Can you pls send me that company name. In saibaba colany
0,Yar lor... Keep raining non stop... Or u wan 2 go elsewhere?
0,Hmm...Bad news...Hype park plaza $700 studio taken...Only left 2 bedrm-$900...
0,"Sir, i am waiting for your call, once free please call me."
0,Or I guess &lt;#&gt; min
0,I'll meet you in the lobby
0,I lost 4 pounds since my doc visit last week woot woot! Now I'm gonna celebrate by stuffing my face!
1,Call FREEPHONE [PHONE] now!
0,Oh. U must have taken your REAL Valentine out shopping first.
0,No problem. How are you doing?
0,"Sir Goodmorning, Once free call me."
0,"I'm outside islands, head towards hard rock and you'll run into me"
0,I want &lt;#&gt; rs da:)do you have it?
0,"Nice. Wait...should you be texting right now? I'm not gonna pay your ticket, ya know!"
0,"Tyler (getting an 8th) has to leave not long after 9, can you get here in like an hour?"
1,IMPORTANT MESSAGE. This is a final contact attempt. You have important messages waiting out our customer claims dept. Expires 13/4/04. Call [PHONE] NOW!
0,"House-Maid is the murderer, coz the man was murdered on &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office.."
0,Dont know supports ass and srt i thnk. I think ps3 can play through usb too
0,At 7 we will go ok na.
0,"Well the weather in cali's great. But its complexities are great. You need a car to move freely, its taxes are outrageous. But all in all its a great place. The sad part is i missing home."
0,"I can probably come by, everybody's done around &lt;#&gt; right?"
0,Call me when you get the chance plz &lt;3
0,No. To be nosy I guess. Idk am I over reacting if I'm freaked?
0,K..i deleted my contact that why?
0,Good sleep is about rhythm. The person has to establish a rhythm that the body will learn and use. If you want to know more :-)
0,O ic lol. Should play 9 doors sometime yo
1,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call [PHONE] Identifier Code:4xx26 Expires 13/10/04
0,"Dont pack what you can buy at any store.like cereals. If you must pack food, pack gari or something 9ja that you will miss."
0,"Good evening Sir, hope you are having a nice day. I wanted to bring it to your notice that I have been late in paying rent for the past few months and have had to pay a $ &lt;#&gt; charge. I felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that's why i didnt speak up. I however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month's end. Can you please help. Thank you for everything."
0,We have all rounder:)so not required:)
0,S.i'm watching it in live..
0,Thanx u darlin!im cool thanx. A few bday drinks 2 nite. 2morrow off! Take care c u soon.xxx
0,Hi Petey!noiÂm ok just wanted 2 chat coz avent spoken 2 u 4 a long time-hope ur doin alrite.have good nit at js love ya am.x
0,Hey cutie. How goes it? Here in WALES its kinda ok. There is like hills and shit but i still avent killed myself.
1,PRIVATE! Your 2004 Account Statement for 078498****7 shows 786 unredeemed Bonus Points. To claim call [PHONE] Identifier Code: 45239 Expires 06.05.05
0,Yes :)it completely in out of form:)clark also utter waste.
1,"Hi this is Amy, we will be sending you a free phone number in a couple of days, which will give you an access to all the adult parties..."
0,Oic cos me n my sis got no lunch today my dad went out... So dunno whether 2 eat in sch or wat...
0,Ha ha ha good joke. Girls are situation seekers.
0,Did you see that film:)
0,"Dear Sir,Salam Alaikkum.Pride and Pleasure meeting you today at the Tea Shop.We are pleased to send you our contact number at Qatar.Rakhesh an Indian.Pls save our Number.Respectful Regards."
0,"I had been hoping i would not have to send you this message. My rent is due and i dont have enough for it. My reserves are completely gone. Its a loan i need and was hoping you could her. The balance is &lt;#&gt; . Is there a way i could get that from you, till mid march when i hope to pay back."
0,Our Prasanth ettans mother passed away last night. Just pray for her and family.
0,Hello. Damn this christmas thing. I think i have decided to keep this mp3 that doesnt work.
0,"Do 1 thing! Change that sentence into: ""Because i want 2 concentrate in my educational career im leaving here.."""
0,Hai priya are you right. What doctor said pa. Where are you.
0,"Haha, my friend tyler literally just asked if you could get him a dubsack"
0,Good evening! this is roger. How are you?
0,"Will do, you gonna be at blake's all night? I might be able to get out of here a little early"
0,R we still meeting 4 dinner tonight?
0,He is a womdarfull actor
0,I cant keep talking to people if am not sure i can pay them if they agree to price. So pls tell me what you want to really buy and how much you are willing to pay
0,How will I creep on you now? ;_;
0,"That's cool he'll be here all night, lemme know when you're around"
1,UR awarded a City Break and could WIN a Â£200 Summer Shopping spree every WK. Txt STORE to 88039.SkilGme.TsCs[PHONE]Winawk!Age16+Â£1.50perWKsub
0,You still around? I could use a half-8th
0,Ah you see. You have to be in the lingo. I will let you know wot on earth it is when has finished making it!
0,Yeah imma come over cause jay wants to do some drugs
0,Went to pay rent. So i had to go to the bank to authorise the payment.
0,"Babe, I'm back ... Come back to me ..."
0,I will reach ur home in &lt;#&gt; minutes
0,Would me smoking you out help us work through this difficult time
0,Hey check it da. I have listed da.
0,Your pussy is perfect!
0,Mm umma ask vava also to come tell him can play later together
0,Hey sathya till now we dint meet not even a single time then how can i saw the situation sathya.
0,Thanks for ve lovely wisheds. You rock
0,"Awesome, I'll see you in a bit"
0,Argh why the fuck is nobody in town ;_;
0,Just trying to figure out when I'm suppose to see a couple different people this week. We said we'd get together but I didn't set dates
0,"[â¦] anyway, many good evenings to u! s"
0,"Good FRIENDS CaRE for each Other.. CLoSE Friends UNDERSTaND each Other... and TRUE Friends STaY forever beyond words, beyond time. Gud ni8"
0,"Ola would get back to you maybe not today but I ve told him you can be his direct link in the US in getting cars he bids for online, you arrange shipping and you get a cut. Or U????? For a partnership where U????? Invest money for shipping and he takes care of the rest!U??Wud b self reliant soon dnt worry"
0,"Yeah sure, give me a couple minutes to track down my wallet"
0,"You know, wot people wear. T shirts, jumpers, hat, belt, is all we know. We r at Cribbs"
0,Depends on where u going lor.
0,"Machan you go to gym tomorrow, i wil come late goodnight."
0,"I'm not coming over, do whatever you want"
0,I know she called me
0,"Pity, * was in mood for that. So...any other suggestions?"
0,"GOD ASKED, ""What is forgiveness?"" A little child gave lovely reply, ""It is d wonderful fruit that a tree gives when it is being hurt by a stone.. Good night......"
0,Yup...
0,"Awesome, that gonna be soon or later tonight?"
0,Unless it's a situation where YOU GO GURL would be more appropriate
0,Yar... I tot u knew dis would happen long ago already.
0,"Mmmmmm ... I love you,so much, Ahmad ... I can't wait for this year to begin as every second takes me closer to being at your side. Happy New Year, my love!!"
0,Yes! I am a one woman man! Please tell me your likes and dislikes in bed...
0,"K, can I pick up another 8th when you're done?"
0,Hi:)cts employee how are you?
0,Babe ? I lost you ... Will you try rebooting ?
0,"Oh, my love, it's soooo good to hear from you. Omg I missed you so much today. I'm sorry your having problems with the provider but thank you for tming me"
0,Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL
0,When/where do I pick you up
0,MAYBE IF YOU WOKE UP BEFORE FUCKING 3 THIS WOULDN'T BE A PROBLEM.
1,"This weeks SavaMob member offers are now accessible. Just call [PHONE] for details! SavaMob, POBOX 139, LA3 2WU. Only Â£1.50/week. SavaMob - offers mobile!"
0,"That's cool, I'll come by like &lt;#&gt; ish"
0,She ran off with a younger man. we will make pretty babies together :)
0,Pls give her prometazine syrup. 5mls then &lt;#&gt; mins later feed.
1,"Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL [PHONE] NOW all will be revealed. POBox 6, LS15HB 150p"
0,Not a drop in the tank
0,Ok no prob... I'll come after lunch then...
0,PISS IS TALKING IS SOMEONE THAT REALISE U THAT POINT THIS AT IS IT.(NOW READ IT BACKWARDS)
0,Yunny... I'm goin to be late
1,sexy sexy cum and text me im wet and warm and ready for some porn! u up for some fun? THIS MSG IS FREE RECD MSGS 150P INC VAT 2 CANCEL TEXT STOP
0,"Hi, my love! How goes that day? Fuck, this morning I woke and dropped my cell on the way down the stairs but it seems alright ... *phews* I miss you !"
0,Then. You are eldest know.
1,"UpgrdCentre Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on [PHONE]. Offer ends 26th July. T&C's apply. Opt-out available"
0,I'm in class. Will holla later
0,Nah im goin 2 the wrks with j wot bout u?
0,What Today-sunday..sunday is holiday..so no work..
0,I wish that I was with you. Holding you tightly. Making you see how important you are. How much you mean to me ... How much I need you ... In my life ...
0,Can. Dunno wat to get 4 her...
0,Actually I decided I was too hungry so I haven't left yet :V
0,Oh ok no prob..
0,"The affidavit says &lt;#&gt; E Twiggs St, division g, courtroom &lt;#&gt; , &lt;TIME&gt; AM. I'll double check and text you again tomorrow"
0,"naughty little thought: 'its better to flirt, flirt n flirt, rather than loving someone n gettin hurt, hurt n hurt...:-) Gud nyt"
0,"Dear,shall mail tonite.busy in the street,shall update you tonite.things are looking ok.varunnathu edukkukayee raksha ollu.but a good one in real sense."
1,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: [PHONE] HG/Suite342/2Lands Row/W1J6HL
0,Good morning princess! How are you?
0,Ok give me 5 minutes I think I see her. BTW you're my alibi. You were cutting my hair the whole time.
1,Free msg: Single? Find a partner in your area! 1000s of real people are waiting to chat now!Send CHAT to 62220Cncl send STOPCS [PHONE]Â£1.50 per msg
0,And is there a way you can send shade's stuff to her. And she has been wonderful too.
0,I dunno lei... Like dun haf...
0,Ok i go change also...
0,HI BABE IM AT HOME NOW WANNA DO SOMETHING? XX
0,He also knows about lunch menu only da. . I know
0,Are you still getting the goods.
1,URGENT! We are trying to contact U. Todays draw shows that you have won a Â£2000 prize GUARANTEED. Call [PHONE] from land line. Claim Y87. Valid 12hrs only
0,Hey mr whats the name of that bill brison book the one about language and words
0,Ill be there on &lt;#&gt; ok.
0,"Fun fact: although you would think armand would eventually build up a tolerance or some shit considering how much he smokes, he gets fucked up in like 2 hits"
0,Welp apparently he retired
1,Please CALL [PHONE] immediately as there is an urgent message waiting for you
0,What time. Iâm out until prob 3 or so
1,Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth Â£33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk
0,"Honey ? Sweetheart ? Darling ? Sexy buns ? Sugar plum ? Loverboy ? I miss you, boytoy ... *smacks your ass* Did you go to the gym too ?"
0,We are pleased to inform that your application for Airtel Broadband is processed successfully. Your installation will happen within 3 days.
0,Cool. I am &lt;#&gt; inches long. hope you like them big!
1,No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info
0,What time you thinkin of goin?
0,Host-based IDPS for linux systems.
0,Ball is moving a lot.will spin in last :)so very difficult to bat:)
0,On the way to office da..
0,"Hello, As per request from &lt;#&gt; Rs.5 has been transfered to you"
0,We not leaving yet. Ok lor then we go elsewhere n eat. U thk...
0,Lol. Well quality aint bad at all so i aint complaining
0,"Especially since i talk about boston all up in my personal statement, lol! I woulda changed that if i had realized it said nyc! It says boston now."
0,*deep sigh* ... I miss you :-( ... I am really surprised you haven't gone to the net cafe yet to get to me ... Don't you miss me?
1,"1000's flirting NOW! Txt GIRL or BLOKE & ur NAME & AGE, eg GIRL ZOE 18 to 8007 to join and get chatting!"
0,She.s good. She was wondering if you wont say hi but she.s smiling now. So how are you coping with the long distance
0,Be sure to check your yahoo email. We sent photos yesterday
1,Sorry! U can not unsubscribe yet. THE MOB offer package has a min term of 54 weeks> pls resubmit request after expiry. Reply THEMOB HELP 4 more info
0,i want to grasp your pretty booty :)
0,Apart from the one i told you about yesterday?
1,"URGENT! Your mobile was awarded a Â£1,500 Bonus Caller Prize on 27/6/03. Our final attempt 2 contact U! Call [PHONE]"
0,"Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, being 'SIMPLE' is very difficult.. Gud nte.:-"
0,We can make a baby in yo tho
0,Now press conference da:)
0,Later i guess. I needa do mcat study too.
0,That sucks. So what do you got planned for your yo valentine? I am your yo valentine aren't I?
0,Haiyoh... Maybe your hamster was jealous of million
0,Sorry to be a pain. Is it ok if we meet another night? I spent late afternoon in casualty and that means i haven't done any of y stuff42moro and that includes all my time sheets and that. Sorry.
0,I liked the new mobile
0,"(I should add that I don't really care and if you can't I can at least get this dude to fuck off but hey, your money if you want it)"
0,Pls go ahead with watts. I just wanted to be sure. Do have a great weekend. Abiola
0,Then any special there?
0,"Party's at my place at usf, no charge (but if you can contribute in any way it is greatly appreciated) and yeah, we got room for one more"
0,My friends use to call the same.
0,"Cool, what time you think you can get here?"
0,"I prefer my free days... Tues, wed, fri oso can... Ã ask those workin lor..."
0,This girl does not stay in bed. This girl doesn't need recovery time. Id rather pass out while having fun then be cooped up in bed
0,I'm coming home 4 dinner.
0,"That's what I love to hear :V see you sundayish, then"
1,URGENT! We are trying to contact you. Last weekends draw shows that you have won a Â£900 prize GUARANTEED. Call [PHONE]. Claim code K61. Valid 12hours only
0,staff.science.nus.edu.sg/~phyhcmk/teaching/pc1323
0,Ok i also wan 2 watch e 9 pm show...
1,Want the latest Video handset? 750 anytime any network mins? Half price line rental? Reply or call [PHONE] for delivery tomorrow
0,How come?
1,Free Top ringtone -sub to weekly ringtone-get 1st week free-send SUBPOLY to 81618-?3 per week-stop sms-[PHONE]
0,Still otside le..u come 2morrow maga..
0,Hi dis is yijue i would be happy to work wif Ã¼ all for gek1510...
0,Congrats. That's great. I wanted to tell you not to tell me your score cos it might make me relax. But its motivating me so thanks for sharing
0,I will treasure every moment we spend together...
0,Hello! How r u? Im bored. Inever thought id get bored with the tv but I am. Tell me something exciting has happened there? Anything! =/
0,Pls call me da. What happen.
